title,node nr.,author,stadtbezirk,year,thema,wirkung,rank,status,desc,umsetzung,score_wenigergut,score_gut,ergebnis_haushaltsberatungen,stellungnahme_verwaltung,bezirksbeiratshinweis,gemeinderat_prueft,path,topic
Mietbare Proberäume für Bands und Musiker/innen bereit stellen,2924,Nine_1,"
        Stuttgart (gesamt)      ",2013.0,Kultur,Ausgabe,135.0,,"Bands, Musikerinnen/Musiker, Chöre etc. haben in Stuttgart große Probleme, geeignete Proberäume zu finden. Das vorhandene Angebot ist bei weitem nicht ausreichend und erfüllt nicht die nötigen Anforderungen.Zur Förderung der Stuttgarter Musikszene und Subkultur sollte die Stadt Stuttgart in möglichst zentraler Lage geeignete Räumlichkeiten schaffen und zu einem moderaten Preis vermieten.Die Räume- sollten unbedingt auch Erwachsenen zur Verfügung stehen, denn Erwachsenen stehen die vorhandenen Angebote in Jugendhäusern etc. nicht zur Verfügung;- sollten nicht nur stundenweise, sondern komplett von einzelnen Bands etc. angemietet werden können;- sollten rund um die Uhr zugänglich, sicher abschließbar, schallisoliert, sowie in geeigneter Weise mit Stromanschlüssen und sanitären Anlagen ausgestattet sein;- brauchen nicht mit Equipment ausgestattet sein, Bands und Künstler haben meist eigenes Equipment und benötigen lediglich den Raum.",,-123,380,,,,nein,source_files/buergerhaushalt_26.html,Kultur
Kommunalisierung des EnBW-Wasserwerkes,4162,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Energie, Umwelt",Ausgabe,136.0,,"Bis zum Jahr 2014 laufen im Netzgebiet der EnBW und ihrer wesentlichen Beteiligungen rund 300 Strom- und Gaskonzessionsverträge aus und stehen zur Neuverhandlung an.Es ist noch nicht sicher, ob die hochumstrittende neue EU-Richtlinie zur Regulierung von Dienstleistungskonzessionen Einflüsse auf die geplante Rekommunalisierung der Stuttgarter Wasserversorgung hat, deshalb ist es möglich, dass die EnBW versucht mit solchen Wasserwerken zu ""zocken"".Die EnBW soll das Wasserwerk der Kommune Münster zurückgeben, da die Rekommunalisierung der Stadtwerke im Gemeinderat beschlossene Sache ist.Dieses Wasserwerk dient den Bürgerinnen und Bürger als Wasseraufbereiter, und ist somit auf Dauer gesehen eine nachhaltige, ökologische und sichere Einnahmequelle nach einer Kommunalisierung.",,-121,377,,,,nein,source_files/buergerhaushalt_26.html,"Energie, Umwelt"
Sanierung Hallenbad Sonnenberg,2834,Gast,"
        Möhringen      ",2013.0,"Sport, Bäder",Ausgabe,137.0,,"Seit vielen Jahren sollte das Hallenbad Sonnenberg saniert werden und immer wieder wurde die Sanierung verschoben.Jetzt wird es höchste Zeit, dieses schöne Bad endlich zu sanieren.",,-119,375,,,"



Dieser Vorschlag wird vom Bezirksbeirat Möhringen als dringlich angesehen und ist in der Wunschliste des Bezirksbeirats ebenfalls enthalten. Neben den notwendigen Sanierungsmaßnahmen am und im Gebäude sollte insbesondere auch auf die energetische Konzeption Wert gelegt werden.


",nein,source_files/buergerhaushalt_26.html,"Sport, Bäder"
Laubgebläse oder Laubbläser verbieten,3931,Gast,"
        Stuttgart (gesamt)      ",2013.0,Gesundheit,Ausgabe,138.0,,"Der neue Oberbürgermeister Fritz Kuhn hat angekündigt, den Autoverkehr reduzieren zu wollen, um unser Feinstaubproblem endlich nach langjähriger Verzögerung anzugehen. Da stehe ich voll dahinter. Aber sollte nicht der allererste Schritt die Abschaffung gänzlich überflüssiger Abgasquellen sein? Prominentestes Beispiel sind die Laubgebläse, auch Laubbläser genannt.Ein Verbot dieser Geräte ohne jeden Nutzen würde nicht nur Abgase vermeiden, es würde vor allem auch in einem großen Ausmaß den Lärm in der Stadt reduzieren und damit die Lebensqualität in Stuttgart verbessern. Gerade dieser Tage hat das Umweltbundesamt wieder vor den Schädlichen Auswirkungen von Lärm auf die Gesundheit gewarnt. Also vermeiden wir ihn!",,-147,402,,,,nein,source_files/buergerhaushalt_26.html,Gesundheit
Betriebsgenehmigung für den Kulturbetrieb Zapata erweitern!,4021,KonsumentX,"
        Bad Cannstatt      ",2013.0,Kultur,Einnahme,139.0,,"""Bedauerlicherweise stellt das Zapata zum 01.03.2013 seinen Betrieb ein.""Ursache ist die Verweigerung der Stadt Stuttgart die Betriebsgenehmigung von Sonntag 23:00 Uhr bis Donnerstag 19:00 Uhr zu erweitern.Der beabsichtigte Kulturbetrieb an diesen Tagen wurde somit verboten.Sondergenehmigungsanträge auf Veranstaltungen, die zum Beispiel an Abenden vor Feiertagen stattfinden sollten, wurden vom Amt für öffentliche Ordnung gar nicht oder zu spät bearbeitet. Dadurch war keine planerische und wirtschaftliche Sicherheit gegeben und die Zuverlässigkeit des Zapatas in Frage gestellt.Dies alles führte zu Differenzen mit dem Vermieter, die Firma Wizemann. Obwohl die Prognosen für 2013 durchaus positiv sind, ist Wizemann nicht bereit von der Kündigung der Räume abzusehen.Sehr bedauerlich, denn Stuttgart verliert damit nicht nur einen großartigen Partyclub, sondern auch eine international renommierte kulturelle Einrichtung.""...das muss doch nicht sein, oder?",,-142,396,,,,nein,source_files/buergerhaushalt_26.html,Kultur
Barrierefreier Zugang an allen U- und S-Bahnhaltestellen,5957,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Busse, Bahnen (ÖPNV)",Ausgabe,140.0,,"Barrierefreie Zugänge zu S- und U-Bahn-HaltestellenAlle Zugänge zu den S- und U-Bahn-Haltestellen müssen barrierefrei gestaltet sein.Rollstuhlfahrer, Menschen mit Rollatoren ebenso wie Eltern mit Kinderwagen müssen bisher zum Teil sehr weite Wege auf sich nehmen, um zu den S- und U-Bahn-Gleisen zu gelangen (z.B. am Feuersee beim Umsteigen vom Bus zur S-Bahn).",,-109,363,,,,nein,source_files/buergerhaushalt_26.html,"Busse, Bahnen (ÖPNV)"
Anstrahlen von historischen Gebäuden spät nachts ausstellen,5942,schriftlich ein...,"
        Stuttgart (gesamt)      ",2013.0,"Energie, Umwelt",Sparidee,141.0,,"Die Strahler an historischen Gebäuden sollten nachts, z. B. zwischen 0 Uhr und 4 Uhr abgeschaltet werden. Dadurch können Strom und Glühlampen gespart werden.",,-136,389,,,,nein,source_files/buergerhaushalt_26.html,"Energie, Umwelt"
Sinnvolles ÖPNV Ringnetz mit attraktiven Preisen,3485,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Busse, Bahnen (ÖPNV)",Ausgabe,142.0,,"Sinnvolles ÖPNV Ring Netz mit attraktiven Preisen aufbauen, vergleichbar mit anderen Großstädten (Köln, Berlin, München, Lissabon, Amsterdam, etc...) in dem es wenige großzügige Ringe gibt. Sprich einen großen Innenstadtring, welcher die jetzigen zwei beinhaltet, dazu 1-2 weitere Äußere Ringe.Außerdem müssen die Preise attraktiver werden, sprich niedriger. Es kann nicht sein dass es für mich mit einer Begleitung eher lohnt aus dem S-West mit dem Auto in die Innenstadt zu fahren und ein Parkhaus zu zahlen als mit der Bahn zu fahren.",,-109,362,,,,nein,source_files/buergerhaushalt_26.html,"Busse, Bahnen (ÖPNV)"
Parken Radwege ahnden,4236,Gast,"
        Stuttgart (gesamt)      ",2013.0,Radverkehr,kostenneutral,143.0,"

      wurde umgesetzt  
  

 
",Das Parken auf Fahrradwegen soll nicht länger toleriert werden.,"Die Personalgewinnung ist abgeschlossen und die neuen Mitarbeiterinnen und Mitarbeiter nehmen ihren Dienst seit Oktober 2014 eigenverantwortlich wahr.
",-112,363,Um dem Problem entgegen zu wirken hat der Gemeinderat den Vorschlag der Verwaltung zur Einrichtung einer schnellen Sondereingreifftruppe im ruhenden Verkehr mit 2 Überwachungstrupps zugestimmt.,,,nein,source_files/buergerhaushalt_26.html,Verkehr
"Mehr sichtbares Mineralwasser in Stuttgart als touristisches Highlight zeigen (Kneippbecken, Seen, Bachlauf, etc.)",4644,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Stadtplanung, Städtebau",Ausgabe,144.0,,"Stuttgart hat nach Budapest das zweitgrößte Mineralwasservorkommen in Europa. Leider wird das komplett versteckt und ist im öffentlichen Leben durch einen Brunnen, Bachlauf oder See mitten im Stadtgebiet nicht sichtbar. Das ganze Mineralwasser wird als Abwasser in Kanälen abgeführt und nicht wirklich genutzt.Lediglich in Cannstatt sind paar Brunnen vorhanden, die aber niemand findet, weil die versteckt sind. Daher kann ein Mineralwasser gespeister See (Eckensee, etc.) auch die Touristen auf das Mineralwasservorkommen bringen und dann ins Leuze Berg gehen.Daher Bau von Springbrunnen und Seen oder Kneippbecken mitten im Stadtgebiet, um das Thema mit dem Mineralwasservorkommen erlebbarer und sichtbare zu machen.",,-117,367,,,,nein,source_files/buergerhaushalt_26.html,"Stadtplanung, Städtebau"
Einkaufszentren - nein danke,3929,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Stadtplanung, Städtebau",kostenneutral,145.0,,Kleinteilige Strukturen anstelle von Mammut Einkaufszentren ohne Gesicht und Atmosphäre.,,-146,394,,,,nein,source_files/buergerhaushalt_26.html,"Stadtplanung, Städtebau"
Mehr Radwege in Stuttgart,5517,Gast,"
        Stuttgart (gesamt)      ",2013.0,Radverkehr,Ausgabe,146.0,"

      Gemeinderat hat zugestimmt  
  

 
","Im gesamten Raum Stuttgart sollten mehr Fahrradwege geschaffen werden. Die Anzahl der Fahrradfahrer hat sich in den letzten drei Jahren mehr als verdoppelt. In der Automobilstadt Stuttgart, wo Autofahrer keinerlei Rücksicht auf Radfahrer nehmen, ist es daher umso wichtiger, Radfahrern ein sicheres Fahren zu ermöglichen. Aus diesen Gründen sollten mehr Radwege geschaffen werden. In vielen Fällen handelt es sich um die Einzeichnung von Radwegen, in anderen Fällen, wo es keinen Platz für Radwege gibt, könnten Ausweichrouten entsprechend ausgeschildert werden.Diese Kosten für diesen Vorschlag könnten deutlich reduziert werden, indem die Stadt Stuttgart bspw. ""nur"" die Planung (Freigabe) übernimmt und für das Machen also die Umsetzung die Fahrradfahrer als Ehrenamt rekrutiert. Ich wäre alle mal dazu bereit mir meinen Radweg selbst einzuzeichnen. Selbst die Farbe dafür würde ich kaufen. Es fehlt also nur an der Legitimation.","Die im Doppelhaushalt 14/15 bereitgestellten Mittel werden vollständig umgesetzt.1. Priorität hat der Ausbau der Hauptradrouten und die Schließung von Lücken im Radwegenetz. Die einzelnen Maßnahmen und deren Priorität werden mit den Fachämtern und den Vertretern der Radverbände festgelegt.
Markierungen müssen entsprechend den gesetzlichen Vorgaben (StVO, Richtlinien) geplant,  verkehrsrechtlich angeordnet und ausgeführt werden. Die Ausführung im Straßenraum unter Verkehr kann und darf nur von Fachfirmen ausgeführt werden.
",-158,404,Für den Ausbau des Radwegenetzs wurden zusätzlich 2 Mio. EUR in den Doppelhaushalt eingestellt. Die einzelnen Projekte und deren Reihenfolge werden im Fachausschuss  beraten und beschlossen. Darüber hinaus stehen noch 715.000 EUR pro Jahr Pauschalmittel zur Verfügung.,,,nein,source_files/buergerhaushalt_26.html,Verkehr
Wiederherstellung der rund 350 Parkplätze an der Parlerstrasse,3359,Gast,"
        Stuttgart-Nord      ",2013.0,Verkehr,Ausgabe,147.0,,"Im Zuge der Neugestaltung der Killesbergparkanlagen an der Kochenhofstrasse war vorgesehen, die Kapazität des Etagenparkplatzes P 10 an der Parlerstrasse (ehemals rd. 700 Stellflächen) zu halbieren. Die verbleibenden rund 350 Parkplätze ( 3 Etagen) sollten erneuert werden und für die Besucher des Killesbergparkes, des Weißenhof-Tennisclubs (u.a. für Turnier), für Veranstaltungen der Freilichtbühne sowie für Spaziergänger des Kräherwaldes langfristig zur Verfügung stehen. Derzeit sind die drei Etagen aufgrund von Beschädigungen durch  Baufahrzeuge  gesperrt. Die Folge sind zugeparkte Straßen im weiteren Umfeld des Killesbergparkes, wobei häufig selbst die notwendigen Rettungsgassen für die Einsatzfahrzeuge nicht mehr gewährleistet werden. Wir bitten diesen Parkplatz nachhaltig zu sanieren, damit er zur kommenden Saison wieder zur Verfügung stehen kann. Um künftige Beschädigungen des Belages durch Lastkraftwagen /Baufahrzeuge zu vermeiden, wäre es sinnvoll, wie früher an der Einfahrt eine Höhenbegrenzung anzubringen.",,-137,383,,,"



Dieser Vorschlag wird durch den Bezirksbeirat Nord unterstützt. Der Parkdruck für die umliegenden Wohngebiete muss reduziert werden. Nach Abriss des Parkhaues sollte zumindest der weiterhin zugesicherte Parkplatz in tatsächlich nutzbarer Form erhalten werden. In diesem Zusammenhang bittet der Bezirksbeirat auch die rechtlichen Verpflichtungen Dritter (u. a. TCW) zu prüfen.


",nein,source_files/buergerhaushalt_26.html,Verkehr
"SSB-Tarife günstiger machen, dafür Parkhäuser teurer machen",3328,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Busse, Bahnen (ÖPNV)",Ausgabe,148.0,,"Die Stadt sollte endlich die Preistreiberei bei den SSB Tarifen beenden. Seit Jahren steigen die Kosten der Fahrkarten zum 1. Januar jedes Jahres.Wenn die SSB die Preise senken würde und die Stadt im Gegenzug die Tarife der Parkhäuser anhebt, wird das Fahren mit Bus und Bahn attraktiver(und bezahlbarer).",,-177,421,,,,nein,source_files/buergerhaushalt_26.html,"Busse, Bahnen (ÖPNV)"
Bessere Anbindung des Bohnenviertels an die Innenstadt,4484,Gast,"
        Stuttgart-Mitte      ",2013.0,Verkehr,Ausgabe,149.0,,"Das Bohnenviertel ist der einzige erhaltene Teil der historischen Stuttgarter Altstadt und hat einen ganz besonderen Charme.Obwohl nur wenige Gehminuten von der Innenstadt entfernt, ist dieses malerische Stadtquartier durch die Hauptstätter Straße praktisch völlig von der City abgeriegelt - mit allen negativen Konsequenzen für Galerien, Werkstätten, Gastronomen, Handwerker und Einzelhändler.Vor einigen Jahren gab es die Planung mit drei ""Deckeln"" über die Straße - realisiert wurde leider nur einer, nämlich der zwischen Akademiegarten und Landesbibliothek.Das war sehr, sehr schade: eine direkter Übergang von der Rosenstraße in die Sporerstraße hätte den unmittelbaren Zugang zur City bedeutet und das Bohnenviertels ziemlich aufgewertet. Jetzt wird mit viel Aufwand das Dorotheenquartier um Karlsplatz, Hotel Silber und Sporerstraße für die Firma Breuninger umgebaut.Wir fordern, dass der damals geplante ""Deckel"" im Zug dieser Maßnahmen mit realisiert wird, so daaa die Stuttgarter Innenstadt nicht bei Breuninger zu Ende ist.",,-130,374,,,"



Bessere Anbindung des Bohnenviertels an die Innenstadt mit einer Überdeckelung der B14 im Bereich Rosenstraße/Sporerstraße: Auch diese Forderung vertritt der Bezirksbeirat seit Jahren, ebenso wie die Anbindung der anderen Wohnquartiere in der Innenstadt über die Hauptverkehrsachsen hinweg.


",nein,source_files/buergerhaushalt_26.html,Verkehr
Kinderbetreuung - Mehr Fachkräfte in Kitas einstellen,5060,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Kinder, Jugend, Familie",Ausgabe,150.0,,Es sollten mehr ausgebildete Fachkräfte eingestellt werden (Schlüssel Kind Erzieher erhöhen).,,-119,363,,,,nein,source_files/buergerhaushalt_26.html,"Kinder, Jugend, Familie"
ÖPNV: Freiburg machts besser,6226,Gast,"
        Stuttgart (gesamt)      ",2013.0,"Busse, Bahnen (ÖPNV)",Ausgabe,151.0,,"Das Jahresticket für den ÖPNV in Freiburg kostet im Jahr 510 Euro, damit kann man nicht nur im Stadtbezirk die Busse und Bahnen nutzen, sondern in der ganzen Region. Im Vergleich zahlt man in der Region Stuttgart für das Netzticket bis zu 1.996 Euro, allein für die beiden Stuttgarter Zonen muss man hier bereits jährlich 758 Euro ausgeben. Sollte sich die Region nicht für günstigere Ticketpreise im VVS durchringen können, wäre eine Günstigerstellung der Stuttgarter Bürger durch ihre Landeshauptstadt durchaus angebracht. M.E. sollte das Ticket für die beiden Stuttgarter Zonen zwischen 400 und 440 Euro liegen. Der Stadt geht es finanziell gut genug ... und was in Freiburg seit langem möglich ist, sollte in Stuttgart nicht unmöglich sein.",,-118,362,,,,nein,source_files/buergerhaushalt_26.html,"Busse, Bahnen (ÖPNV)"
Rauchverbot in der Klettpassage,5340,Gast,"
        Stuttgart-Mitte      ",2013.0,Gesundheit,Ausgabe,152.0,,"Ich bitte darum, in der Klettpassage dringend ein Rauchverbot einzuführen, wie es bereits seit einigen Jahren innerhalb aller öffentlicher Gebäude, Büros und auch Restaurants üblich ist. Jedes Mal, wenn ich dort durch gehen muss, da ich umweltfreundlich, öffentliche Verkehrsmittel nutze, habe ich das Gefühl, die Luft anhalten zu müssen, so widerwärtig ist dort der tägliche Qualm. Hinzukommt der Anblick von vergossenen Getränken und weiterem Schmutz – doch das gehört in die Rubrik Sauberkeit. Als meine Kinder noch klein waren, bin ich Auto gefahren, nur um dort nicht durchgehen zu müssen. Mit einem Jahresabo und angesichts der Feinstaubbelastung kann das aber nicht die Lösung sein. Es ist mir und vielen aus dem Bekanntenkreis unverständlich, weshalb es in der Klettpassage noch kein Rauchverbot gibt – zumal es sich um einen geschlossenen Raum handelt......Über eine Antwort bzw. die Einführung eines Rauchverbots würden wir uns jedenfalls sehr freuen!",,-180,423,,,"



Der Bezirksbeirat sieht hier keine Relevanz für den Haushalt und keinen Bezug zur Zuständigkeit des Bezirksbeirats. Der Bezirksbeirat hat sich aber schon allgemein für ein Rauchverbot in der Klettpassage ausgesprochen.


",nein,source_files/buergerhaushalt_26.html,Gesundheit
Filz entgegenwirken,2794,HeslachRulez,"
        Stuttgart (gesamt)      ",2013.0,Verwaltung,Einnahme,153.0,,"Sämtliche Gemeinderatsmitglieder sowie Bürgermeister werden dazu verpflichtet ausnahmslos sämtliche Nebenverdienste zu veröffentlichen. Als Bürger und Wähler Stuttgarts haben wir ein Recht darauf zu erfahren, wer unsere Lokalpolitiker bezahlt. Niemand ist gezwungen Politiker zu werden, aber diejenigen die es tun, sollten akzeptieren das ihre geschäftlichen Beziehungen in einer Demokratie offenzulegen sind! Ausserdem sind sämtliche Einnahmen die im Rahmen der politischen Tätigkeit zusätzlich zu den Gehältern bzw. Aufwandsentschädigungen erwirtschaftet werden, beispielsweise durch Aufsichtsratsposten, abzugeben.",,-113,356,,,,nein,source_files/buergerhaushalt_26.html,Verwaltung
Behindertenfeindliches Verhalten der DB,5422,Gast,"
        Feuerbach      ",2013.0,"Busse, Bahnen (ÖPNV)",Ausgabe,155.0,,"Einstieg in eine S-Bahn mit Rollstuhl ist in Feuerbach unmöglich. Es wird Zeit , das die DB gezwungen wird ihrer Pflicht nach zu kommen und nicht stetig gegen das Beförderungsgesetz verstößt. Auch wird gegen das Behinderten und Gleichstellungsgesetz versoßen.",,-121,363,,,"



Die Deutsche Bahn hat zugesagt, 2014/2015 einen Aufzug am Bahnhof Feuerbach einzubauen und plant die teilweise Erhöhung des Bahnsteigs.


",nein,source_files/buergerhaushalt_26.html,"Busse, Bahnen (ÖPNV)"
